metier_original,occurrences,traduction_fr,est_malgache
SECRETAIRE PARTICULIERE,5,SECRÉTAIRE PRIVÉ,True
RESPONSABLE DE DIRECTION,5,RESPONSABLE DE LA DIRECTION,True
CHAUFFEUR TUKTUK,5,CHAUFFEUR DE TUKTUK,True
SECRETAIRE @HUISSIER DE JUSTICE,5,SECRÉTAIRE @CONSTRUCTEUR DE JUSTICE,True
RESPONSABLE ADMINISTRATIVE ET FINANCIER,5,RESPONSABLE ADMINISTRATIF ET FINANCIER,True
ELECTRICIEN AUTO,5,ÉLECTRICIEN AUTOMOBILE,True
DIRECTEUR GENERALE,5,DIRECTEUR GÉNÉRAL,True
DIRECTEUR D'ECOLE PRIMAIRE PUBLIQUE,5,DIRECTEUR D'ÉCOLE PRIMAIRE PUBLIQUE,True
RESPONSABLE CANTINE,5,RESPONSABLE DE CANTINE,True
ASSISTANTE DU GERANT,5,ASSISTANTE DU DIRECTEUR,True
VENDEUR EN BOUTIQUE,5,VENDEUR EN BOUTIQUE,True
CHEF ZAP CR ANKIAKABE FONOKO,5,"ERREUR: the JSON object must be str, b",True
CHAUFFEUR CAMION CITERNE,5,CONDUCTEUR DE CAMION-CITERNE,True
MIARAMILA SOUS OFICIER CADRE AU ARMEE,4,SOUS-OFFICIER MILITAIRE CADRE AU ARMEE,True
COMPTABLE AO AMIN'NY MINISTERAN'NY JONO,4,COMPTABLE AU MINISTERE DE LA PÊCHE,True
CHEF SURETE,4,CHEF DE CAUTION,True
TOPOGRAPHE TECHNICIEN,4,TECHNICIEN TOPOGRAPHE,True
CHAUFFEUR NY TAXI-BROUSSE,4,CHAUFFEUR DE TAXI À BRUXELLES,True
SECRETAIRE FOKONTANY,4,SECRÉTAIRE DE VILLAGE,True
DIRECTEUR CHEF D'AGENCE,4,DIRECTEUR EN CHEF DE L'AGENCE,True
RESPONSABLE DE SERVICE SOCIALE,4,RESPONSABLE DES SERVICES SOCIAUX,True
ADJUDANT CHEF,4,ADJUDANT EN CHEF,True
CHAUFFEUR TUCTUC,4,CHAUFFEUR DE TUCTUC,True
SECRETAIRE SJP,4,SECRÉTAIRE SJP,True
SECRETAIRE AO @TRESORS,4,SECRÉTAIRE CHEZ @TRESORS,True
DIRECTEUR DU SOCIETE,4,DIRECTEUR D'ENTREPRISE,True
DIRECTEUR GENERAL,4,DIRECTEUR GÉNÉRAL,True
ASSISTANT SOCIAL,4,AIDE SOCIALE,True
CHAUFFEUR TRACTEUR(ORINASA),4,CONDUCTEUR DE TRACTEUR (ENTREPRISE),True
DIRECTEUR ADJOINT,4,DIRECTEUR ADJOINT,True
CHEF D'ARRONDISSEMENT ADMINISTRATIF,4,CHEF DE DISTRICT ADMINISTRATIF,True
VENDEUR AU CAINCELLEURIE,4,VENDEUR AU CAINCELLEURIE,True
CHAUFFEUR CYCLOPOUSSE,4,CHAUFFEUR DE CYCLO POUSSE,True
CHEF D USUNE JIRAMA,4,CHEF D'USUNE JIRAMA,True
TECHNICIEN D'ELEVAGE DE CREVETTE DE L'AQUALMA,4,TECHNICIEN D'ÉLEVAGE DE CREVETTES AQUALMA,True
CHEF SECTEUR,4,CHEF DE SECTEUR,True
VENDEURS DES PIECECES AUTO MOTO,4,VENDEURS DES PIÈCES AUTO MOTO,True
MaçOn,4,Maçon,True
CHAUFFEUR MPANAO LALANA,4,CHAUFFEUR CHAUFFEUR,True
COMPTABLE DANS LE MINISTERE DE FINANCE ET ECONOMIQ,4,COMPTABLE AU MINISTERE DES FINANCES ET DE L'ECONOMIE,True
AGENT DESSINATEUR,4,AGENT DE CONCEPTION,True
CHAUFFEUR TAXI BROUSSE REGIONAL,4,CHAUFFEUR DE TAXI RÉGIONAL DE BRUXELLES,True
ASSISTANTE PRIMATURE,4,ASSISTANT PRIMAIRE,True
TECHNICIEN DES TRAVAUX PUBLICS,4,TECHNICIEN DES TRAVAUX PUBLICS,True
COMPTABLE AMIN NY ABATIOR,4,COMPTABILITÉ POUR ABATIOR,True
MAçON MPAMBOATRA TRANO,4,CONSTRUCTEUR DE MAISON À MAÇON,True
KIBAROA (AIDE MAçON ),4,KIBAROA (AIDE MAÇON),True
DIRECTEUR GEG,4,DIRECTEUR DU GEG,True
CHAUFFEUR DES PERSONNELLES,4,CHAUFFEUR DES PERSONNELLES,True
CHEF COMPTABLE,4,CHEF COMPTABLE,True
CHEF CICSCO,4,CHEF CICSCO,True
AGENT D'ACCOMPAINNEMENT,4,AGENT D'ACCOMPAGNEMENT,True
CADRE RESPONSABLE,4,CADRE RESPONSABLE,True
AIDE MAçON,4,AIDE MAÇON,True
ASSISTANT REDACTEUR DES DOMAINE,4,RÉDACTITEUR ADJOINT DES DOMAINE,True
AGENT SUIVI ET EVALUATION,4,AGENT SUIVI ET ÉVALUATION,True
CHAUFFEUR MITONDRA OLONA,4,LE CHAUFFEUR CONDUIT LES GENS,True
RESPONSABLE COMMERCIALE PPN,4,PPN RESPONSABLE COMMERCIAL,True
DIRECTEUR D ONG ADRA,4,RÉALISATEUR D ONG ADRA,True
SECRETAIRE DE DIRECTION @ SEKOLIM-PINOANA,4,SECRÉTAIRE DE DIRECTION @ SECOLIM-PINOANA,True
ASSISTANT TECHNIQUE CISCO,4,ASSISTANT TECHNIQUE CISCO,True
CHAUFFEUR MPANAMPY CAMIONETTE,4,ASSISTANT-CONDUCTEUR DE CAMION,True
TECHNICIEN ELECTRONIQUE,4,TECHNICIEN EN ÉLECTRONIQUE,True
RESPONSABLE QUALITE SERVICE INFORMATIQUE,4,RESPONSABLE QUALITÉ DU SERVICE INFORMATIQUE,True
TECHNICIEN TVM,4,TECHNICIEN TVM,True
VENDEUR EN MAGASIN  KARANA,4,VENDEUR DE MAGASIN INDIEN,True
DIRECTEUR DU CABINET DE MEDICINE,4,DIRECTEUR DU CABINET DE MÉDECINE,True
SECRETAIRE COMPTABLE,4,SECRÉTAIRE COMPTABLE,True
COMPTABLE ADMINISTRATION PUBLIC,4,COMPTABILITÉ DE L'ADMINISTRATION PUBLIQUE,True
AIDE CHAUFFEUR TAXI-BROUSSE,4,ASSISTANT CHAUFFEUR TAXI-BRUSSE,True
MANAO CHAUFFEUR TAXI,4,CHAUFFEUR DE TAXI,True
TECHNICIEN DE MAINTENANCE,4,TECHNICIEN D'ENTRETIEN,True
COMPTABLE AU SEIN DU MINISTERE FINANCE ET BUDGET,4,COMPTABLE AU SEIN DU MINISTERE FINANCE ET BUDGET,True
SECRETAIRE PARTICULIER,3,SECRÉTAIRE PRIVÉ,True
CHAUFFEUR @NA ORINASA,3,CHAUFFEUR @NA COMPANY,True
CHEF DE DIVISION,3,CHEF DE DIVISION,True
CONSEILLER COMMUNE,3,CONSEILLER COMMUNAUTAIRE,True
maçons (sarakatsaha),3,Francs-maçons,True
RESPONSABLE DU SOLDE AO AMIN NI SICSO ARIVONIMAMO,3,RESPONSABLE DU SOLDE CHEZ AMIN NI SICSO ARIVONIMAMO,True
AIDE  CHAUFFEUR,3,ASSISTANT CHAUFFEUR,True
COMPTABLE CADRE,3,CADRE COMPTABLE,True
ASSISTANT PEDAGOGIQUE,3,ASSISTANTE PÉDAGOGIQUE,True
MANAGER RESPONSABLE MITANTANA EQUIPE,3,MANAGER RESPONSABLE DE LA GESTION DES EQUIPES,True
VENDEUR SINOA,3,VENDEUR CHINOIS,True
COMPTABLE BANQAIRE RETRAITE,3,COMPTABLE BANCAIRE À LA RETRAITE,True
CHEF DE ZONE,3,CHEF DE ZONE,True
CHAUFFEUR TAXI BROUSSE(REGIONALE),3,CHAUFFEUR DE TAXI DE BRUSSE (RÉGIONAL),True
COMPTABLE AU POINT  DE VENTE PRIVE,3,COMPTABLE AU POINT DE VENTE PRIVÉ,True
COMPTABLE JIRAMA BESALAMPY,3,COMPTABLE JIRAMA BESALAMPY,True
CHEF DE SERVICES AO AMINY LABORATOIRE,3,CHEF DE SERVICES AU LABORATOIRE,True
CHAUFFEUR TAXIBROUSSE ZONE NATIONALE,3,TAXI BRUSSE CHAUFFEUR ZONE NATIONALE,True
CHAUFFEUR DE CAMIONS,3,CHAUFFEUR DE CAMION,True
ASSISTANT RH,3,ASSISTANTE RH,True
ASSISTANTE DE DIRECTION,3,ASSISTANT À LA RÉALISATION,True
CHAUFFEUR TAXI-BE,3,CHAUFFEUR DE TAXI,True
CHAUFFEUR CAMIONETTE,3,CHAUFFEUR DE CAMION,True
CHEF CUISINIER,3,CHEF CUISINIER,True
COMPTABLE AO @ REFRIGEPECHE,3,COMPTABILITÉ @ REFRIGEPECHE,True
CHAUFFEUR PERSONNEL AU MINISTERE DE FINANCE,3,PERSONNEL CHAUFFEUR AU MINISTERE DES FINANCES,True
COMPTABLE AU CEP MADAGASCAR,3,COMPTABLE AU CEP MADAGASCAR,True
ASSISTANTE ADMINISTRATIVE FINANCIERE AO AMIN ASSOC,3,ASSISTANTE ADMINISTRATIVE FINANCIÈRE À ASSOC,True
ASSISTANT DE PROJET,3,ASSISTANTE DE PROJET,True
RESPONSABLE DE SUIVI ET D'EVALUATION,3,RESPONSABLE DU SUIVI ET DE L'ÉVALUATION,True
RESPONSABLE DE SOLDE,3,RESPONSABLE DES VENTES,True
CHAUFFEUR DRSP,3,PILOTE DRSP,True
RESPONSABLE OPERATEONNEL(Volet Sociale),3,RESPONSABLE OPÉRATIONNEL (Secteur Social),True
RESPONSABLE OPERATIONNEL(Micro-Credit),3,RESPONSABLE OPÉRATIONNEL (Micro-Crédit),True
VAGMESTRE ET RESPONSABLE DE L'ELEVAGE,3,VAGMASTER ET RESPONSABLE DE L'ÉLEVAGE,True
ASSISTANT DE DIRECTION,3,ASSISTANT À LA RÉALISATION,True
SECRETAIRE COMPTABLE TRESORT,3,SECRÉTAIRE COMPTABLE DU TRÉSOR,True
AGENT SECURITE ACCESS,3,AGENT DE SÉCURITÉ D'ACCÈS,True
RESPONSABLE RESSOURCE HUMAINE,3,RESPONSABLE DES RESSOURCES HUMAINES,True
CHAUFFEURE TAXI BE 143,3,BE 143 CHAUFFEUR DE TAXI,True
RESPONSABLE ENVIRONNEMENTAL,3,RESPONSABLE DE L'ENVIRONNEMENT,True
AGENT DE BARRIERE AO MPANAO LAVAGE TOMOBILE,3,AGENT BARRIÈRE DANS LES LAVE-AUTOS,True
CHAUFFEUR DE VOITURE D'UNE SOCIETE PRIVE,3,CHAUFFEUR D'UNE ENTREPRISE PRIVÉE,True
OUVRIER POLIVALENT,3,ATELIER POLYVALENT,True
RESPONSABLE DE CREDIT OTIV,3,RESPONSABLE DE L'ACTIVITÉ DE CRÉDIT,True
AGENT DE MAINTENANCE ELECTRICIEN AO AMINY OSTIE,3,AGENT D'ENTRETIEN ELECTRIQUE A AMIN OSTIE,True
AGENT DE SECURITE PHARMACIE,3,AGENT DE SÉCURITÉ EN PHARMACIE,True
AGENT D'ASSURENCE,3,"ERREUR: the JSON object must be str, b",True
DIRECTEUR DE LA PLANIFICATION,3,DIRECTEUR DE LA PLANIFICATION,True
CHAUFFEUR (SERVICE PATRON),3,CHAUFFEUR (MÉCÈNE DE SERVICE),True
COMPTABLE MAGASIN,3,MAGAZINE COMPTABLE,True
SECRETAIRE COMPTABLE LYCEE AMBATOMARINA,3,SECRÉTAIRE COMPTABLE LYCÉE AMBOTAMARINA,True
AGENT DE SECURITE @ TRANON'OLO TSOTRA,3,AGENT DE SÉCURITÉ @ TRANON'OLO TSOTRA,True
AGENT DE SECURITE RESTAURANT ALI FRAIS,3,AGENT DE SÉCURITÉ RESTAURANT ALI FRAIS,True
OUVRIER AGRICOLE( manampy mamboly katty),3,OUVRIER AGRICOLE (aide à faire pousser le katty),True
CHAUFFEUR ( taxi-brousse),3,CHAUFFEUR (taxi-bus),True
CHAUFFEUR AMINY HOPTAL,3,CHAUFFEUR D'HÔPITAL,True
CHEF DE SERVICE,3,CHEF DE SERVICE,True
CHAUFFEUR MENAGE PRIVEE,3,CHAUFFEUR DE MAISON PRIVÉE,True
CONSEILLER COMMERCIAL,3,CONSEILLER COMMERCIAL,True
CHAUFFEUR BAJAJ AN-TAMPON-TANANA,3,CHAUFFEUR BAJAJ À TAMPON CITY,True
RESPONSABLE RESSOURCES HUMMAINE,3,RESPONSABLE DES RESSOURCES HUMAINES,True
CHAUFFEUR DE POIDS LOURDS,3,CHAUFFEUR DE POIDS LOURDS,True
COMPTABLE AMIN'NY ORINASA PRIVEE,3,COMPTABLE D'ENTREPRISE PRIVÉE,True
CHAUFFEUR CAMIONNETTE,3,CHAUFFEUR DE CAMION,True
DIRECTEUR ECOLE PRIMAIRE PUBLIC,3,DIRECTEUR D'ÉCOLE PRIMAIRE PUBLIQUE,True
CHAUFFEUR AM PORT,3,CHAUFFEUR AM PORT,True
PLOMBIER AMIN NY JIRAMA,3,PLOMBIER À JIRAMA,True
AGENT ADMINISTRATIF OTIV,3,AGENT ADMINISTRATIF DE L'OTIV,True
RESPONSABLE MANAO COURS BAC,3,RESPONSABLE DE FAIRE LES COURS DU BAC,True
CHEF CHANTIER,3,CHEF DE CONSTRUCTION,True
VENDEUR DES PIECES AUTO,3,VENDEUR DE PIÈCES AUTOMOBILES,True
CHAUFFEUR BAJAJA,3,CHAUFFEUR BAJAJA,True
SECRETAIRE CIM,3,SECRÉTAIRE DE LA CIM,True
CHEF DE PROJET @ PNUD TANA,3,CHEF DE PROJET @ PNUD TANA,True
AGENT PENITENTIER,3,AGENT PÉNITENCIAIRE,True
ASSISTANTE ADMINISTRATIF DE DISTRICT,3,ASSISTANT ADMINISTRATIF DE DISTRICT,True
COLLETEUR ET VENDEUR DES MANIOC SEC,3,COLLECTEUR ET VENDEUR DES MANIOC SEC,True
AGENT DE CREDIT ACEP,3,AGENT DE CRÉDIT ACEP,True
TECHNICIEN PISCINIER,3,TECHNICIEN DE PISCINE,True
CHAUFFEUR TAXI BROUSSE FA ANJAMA KELY,3,BROUSSE TAXI CHAUFFEUR EST UN PETIT FOU,True
CHAUFFEUR TAXI BROUSSE TANA TAMATAVE TANA MAJUNGA,3,CHAUFFEUR DE TAXI BROUSSE TANA TAMATAVE TANA MAJUNGA,True
RESPONSABLE RESEAUX DETAILLANT AMIN'NY STAR,3,RESPONSABLE DÉTAILLANT RÉSEAUX CHEZ STAR,True
RESPONSABLE CENTRALE ELECTRIQUE,3,RESPONSABLE DE LA CENTRALE ÉLECTRIQUE,True
AGENT COMPTABLE CHAMBRE DE COMMERCE,3,AGENT COMPTABLE CHAMBRE DE COMMERCE,True
CHAUFFEUR KINGA,3,ROI CONDUCTEUR,True
AGENT DE RECOUVREMENT,3,AGENT DE RÉCUPÉRATION,True
OUVRIER D'ENTREPRISE de TRANSFORMATION DE VANILLE,3,OUVRIER D'ENTREPRISE DE TRANSFORMATION VANILLE,True
CCHEF ADMINSTRATION,3,ADMINISTRATION EN CHEF,True
TELECONSEILLER,3,TÉLÉCONSEILLEUR,True
SECRETAIRE PEDAGOGIQUE,3,SECRÉTAIRE PÉDAGOGIQUE,True
AGENT CAUMMUNAUTAIRE,3,AGENT COMMUNAUTAIRE,True
ARTISANS ET OUVRIER DES METIERS DE TYPE ARTISANAL,3,ARTISANS ET OUVRIER DES METIERS DE TYPE ARTISANAL,True
RESPONSABLE CAISSIERE,3,RESPONSABLE DE CAISSE,True
CHAUFFEUR NATIONAL TAXI BROUSSE,3,CHAUFFEUR DE TAXI NATIONAL DE BRUXELLES,True
RESPONSABLE D AGENCE,3,AGENCE RESPONSABLE,True
AGENT PENITENCIERE,3,AGENT PÉNITENCIAIRE,True
SECRETAIRE AU REGISSEUR DE RECETTE,3,SECRETAIRE AU REGISSEUR DES RECETTES,True
CHAUFFEUR AN OLONTSOTRA,3,LE CHAUFFEUR DU PEUPLE,True
CHEF DE DEPARTEMENT,3,CHEF DE DÉPARTEMENT,True
AGENT,2,AGENT,True
Agent D¨appuit @Pharmacie,2,Agent D'appuit @Pharmacie,True
SECRETAIRE AMIN HOPITALY,2,SECRÉTAIRE DE L'HÔPITAL,True
DIRECTEUR DE L'ASSAINISSEMENT,2,DIRECTEUR DE MISSION,True
DOCKER ET AIDE CHAUFFEUR,2,DOCKER ET ASSISTANT CHAUFFEUR,True
RESPONSABLE AO AMIN MACHINE FITOTOAMBARY,2,RESPONSABLE DANS LA MACHINE DE COLLECTE,True
TECHNICIEN EN VOIRIE ET ASSAINISSEMENT,2,TECHNICIEN EN VOIRIE ET ​​ASSAINISSEMENT,True
CHAUFFEUR AMINY MAGASIM MPIVAROTRA ELECTROMENAGER,2,CHAUFFEUR CHEZ MAGASIM VENDEUR ELECTROMENEAGER,True
RESPONSABLE DE STOCK( materiau de construction,2,RESPONSABLE DU STOCK (matériaux de construction,True
MPANAMPY CHAUFFEUR,2,ASSISTANT CHAUFFEUR,True
ASSISTANTE RH,2,ASSISTANTE RH,True
AGENT DE SURFACE,2,AGENT DE SURFACE,True
SECRETAIRE GENERAL D'ETAT CIVILE,2,SECRÉTAIRE GÉNÉRAL DE L'ÉTAT CIVIL,True
ELECTRICIEN AN NY JIRAMA,2,ELECTRICIEN A JIRAMA,True
ASSISTANTE SOCIALE,2,AIDE SOCIALE,True
CHAUFFEUR ACF,2,PILOTE ACF,True
OUVRIERE JOURNALIERE,2,OUVRIER JOURNALISTE,True
CHAUFFEUR FIARA @ PROJET MISAHANA ENVIRONNEMENT,2,CAR DRIVER @ PROJET MISAHANA ENVIRONNEMENT,True
CHEF DE SERVICE FINANCE,2,CHEF DES SERVICES FINANCIERS,True
ASSISTANCE COMPTABLE,2,AIDE COMPTABLE,True
CHAUFFEUR DU BANQUE BAOBAB,2,CHAUFFEUR DU BANQUE BAOBAB,True
MAçON MANDRAFITRA TRANO,2,MAÇON CONCEVOIR DES MAISONS,True
RESPONSABLE D'HOTEL,2,RESPONSABLE DE L'HÔTEL,True
SECRETAIRE DE DIRECTION ECOLE PRIVE,2,SECRÉTAIRE DE DIRECTION DES ÉCOLES PRIVÉES,True
ASSISTANT GEOMETRE,2,GÉOMÉTRIE ASSISTANTE,True
CHAUFFEUR LIVREUR,2,PILOTE DE BIBLIOTHÈQUE,True
CHEF DE SERVICE D AFFAIRE REGIONALE,2,CHEF DU SERVICE DES AFFAIRES RÉGIONALES,True
CHEF DE SERVICE F.0.P,2,CHEF DE SERVICE F.0.P,True
RESPONSABLE COMMUNICATION,2,RESPONSABLE DE LA COMMUNICATION,True
AIDE CHAUFFEUR TAXI BROUSSE,2,ASSISTANT CHAUFFEUR DE TAXI BROUSSE,True
TECHNICIEN EN INFORMATIQUE,2,TECHNICIEN INFORMATIQUE,True
CHEF DU PROJET,2,CHEF DE PROJET,True
CHEF MAGASINNE,2,CHEF DE MAGAZINE,True
SECRETAIRE AO AM TRAVAUX PUBLIQUE,2,SECRÉTAIRE DES TRAVAUX PUBLICS,True
CHAUFFEUR BAJAJ (REMPLACANT),2,PILOTE BAJAJ (REMPLACEMENT),True
COMPTABLE AO AMINY COMMUNE,2,COMPTABLE DANS LA COMMUNAUTÉ,True
DIRECTEUR GENERALE(ingenieur),2,DIRECTEUR GÉNÉRAL (ingénieur),True
CHAUFFEUR BADJAJ,2,CHAUFFEUR BADJAJ,True
CHAUFFEUR TRANS RURALE,2,CHAUFFEUR TRANS RURAL,True
CHEF MECANICIEN AUTOMOBILE,2,CHEF MÉCANICIEN AUTOMOBILE,True
DIRECTEUR CEG VOHIPENO,2,DIRECTEUR DU CEG VOHIPENNED,True
AGENT DE SURETE,2,AGENT D'ASSURANCE,True
CHAUFFEUR TAXI BROUSSE REGIONALE,2,CHAUFFEUR DE TAXI RÉGIONAL DE BRUXELLES,True
OUVRIER EN BATIMENT,2,OUVRIER DU BÂTIMENT,True
AGENT TOURISTIQUE,2,AGENT DE TOURISME,True
CHAUFFEUR BAJAJ(REMPLACENT),2,PILOTE BAJAJ (REMPLACEMENT),True
VENDEUR DANS UN POISSENERIE,2,VENDEUR DANS UN POISENERIE,True
ASSISTANTE ADMINISTRATIVE,2,ADJOINTE ADMINISTRATIVE,True
CHAUFFEUR CAMION POIDS LOURDS,2,POIDS POUR CHAUFFEUR DE CAMION LOURDES,True
AGENT DE POLICE NATIONAL FIP,2,AGENT DE LA POLICE NATIONALE DE LA FIP,True
RESPONSABLE TECHNIC BATIMENT,2,TECHNICIEN RESPONSABLE,True
AGENTS DE POLICE,2,AGENTS DE POLICE,True
SECRETAIRE @ SERVICE DISTRIC DE LA SANTEE PUBLIC (,2,SECRÉTAIRE @ SERVICE DE DISTRICT DE SANTÉ PUBLIQUE (,True
Aide chauffeur camion,2,Aidez le chauffeur de camion,True
CHEF DE CHANTIER EN GENIE RURAL,2,CHANTIER EN GÉNIE RURAL,True
AGENT DE SUIVI ONG ONN,2,AGENT DE L'ONG SUIVI ONN,True
COMPTABLE COMMUNALE,2,COMPTABILITÉ MUNICIPALE,True
CHAUFFEUR TOURISME,2,CHAUFFEUR TOURISTIQUE,True
RESPONSABLE ECOLE DE SPORT,2,RESPONSABLE ÉCOLE DE SPORT,True
AIDE COMPTABLE,2,ASSISTANTE COMPTABLE,True
RESPONSABLE COMMERCIALE,2,RESPONSABLE COMMERCIAL,True
RESPONSABLE BUVETTE,2,RESPONSABLE DU BUREAU,True
COMPTABLE ADVENTISTE SOAMANANDRARINY,2,"SUMANANDRANYI, ADVENTISTE RESPONSABLE",True
CHAUFFEUR-NA ORINASA(PROMODIM),2,CHAUFFEUR D'ENTREPRISE (PROMODIM),True
MANAMBOATRA TRANO(Maçon),2,CONSTRUIRE UNE MAISON (Maçon),True
CHEF DE SERVICE INFORMATIQUE REGION MELAKY,2,CHEF DU SERVICE D'INFORMATION RÉGION DE MELAKY,True
"MANOEUVRE,MAçON",2,"MANOEUVRE, MAÇON",True
MENUISER EN ALLU,2,MENUISER EN ALLU,True
AGENT DE MAINTENANCE MATERIEL INFORMATIQUE,2,AGENT DE MAINTENANCE INFORMATIQUE,True
CHAUFFEUR TUC TUC,2,CHAUFFEUR TUC TUC,True
MPIKARAMA MANAO MAçON,2,EMPLOYÉ MAÇON,True
DIRECTEUR D'UN ECOLE PRIVEE,2,DIRECTEUR D'UNE ÉCOLE PRIVÉE,True
CHEF D ENTREPRISE,2,CHEF D'ENTREPRISE,True
VENDEUR DE PIECE AUTOMOBILE,2,VENDEUR DE PIÈCES AUTOMOBILES,True
CHEF DE PROJET AO AMIN'NY WASH,2,CHEF DE PROJET CHEZ WASH,True
RESPONSABLE QUALITATIF AO AMIN'NY WASH,2,RESPONSABILITÉ QUALITATIVE DANS LE WASH,True
AGENT CADRE JIRAMA,2,AGENT JIRAMA CADRE,True
CHAUFFEUR TAXI BAJAJA,2,CHAUFFEUR DE TAXI BAJAJA,True
TECHNICIEN LABORATOIRE,2,TECHNICIEN DE LABORATOIRE,True
CHAUFFEUR KIBOTA AO AMIN MASERA,2,CHAUFFEUR KIBOTA CHEZ AMIN MESARA,True
ASSISTANTE LOGISTIQUE,2,ADJOINT LOGISTIQUE,True
RESPONSABLE CABINET COMPTABLE,2,RESPONSABLE DU CABINET COMPTABLE,True
RESPONSABLE MARKETING BFV,2,RESPONSABLE MARKETING BFV,True
RESPONSABLE TECHNIQUE DE L'AGRICULTURE,2,RESPONSABLE TECHNIQUE DE L'AGRICULTURE,True
CHAUFFEUR FIARA MITATITRA FASIKA,2,CONDUCTEUR TRANSPORTANT DU SABLE,True
CHEF DE SECURITE,2,CHEF DE SÉCURITÉ,True
CHAUFFEURE BAJAJ,2,CONDUCTEUR BAJAJ,True
CHAUFFEUR MPITATITRA ENTANA,2,CHAUFFEUR DE TRANSPORTEUR,True
DIRECTEUR D'ECOLE,2,DIRECTEUR D'ÉCOLE,True
RESPONSABLE FINANCIER,2,RESPONSABLE FINANCIER,True
DIRECTEUR ADMINISTRATIF GENERALE DE LA REGION,2,DIRECTEUR ADMINISTRATIF GÉNÉRAL DE LA RÉGION,True
RESPONSABLE ATELIER PARAKY ANJARASOA,2,RESPONSABLE DE L'ATELIER TABAC,True
AGENT DE STATION EAU,2,AGENT DE LA STATION-EAU,True
RESPONSABLE SERVICE TECHNIQUE QMM,2,RESPONSABLE DU SERVICE TECHNIQUE QMM,True
ASSISTANTS MEDICAUX,2,ASSISTANTS MÉDICAUX,True
AGENT CHARGE D'ETUDE ET CONTROLE EN GENIE CIVIL,2,AGENT CHARGÉ D'ETUDE ET DE CONTRÔLE EN GÉNIE CIVIL,True
CHEF MAGASINIER,2,MAGAZINE DES CHEFS,True
CHAUFFEUR NY BAJAJA,2,CHAUFFEUR BAJAJA,True
AGENT D'ACCEUIL AU CHU ANDROVA,2,AGENT D'ACCEUIL AU CHU ANDROVA,True
SECRETAIRE ADMINISTRATIF MINISTERE SANTE AMPARAFAR,2,SECRÉTAIRE ADMINISTRATIF MINISTÈRE DE SANTE AMPARAFAR,True
CHAUFFEUR EMBULANCE,2,CHAUFFEUR D'AMBULANCIER,True
CHEF DE PROJET,2,CHEF DE PROJET,True
CHEF DE TABLE,2,CHEF DE TABLE,True
SECRETAIRE DE LA DIRECTIOEN GENERAL DE LA SANTE PU,2,SECRÉTAIRE DE LA DIRECTION GÉNÉRALE DE LA SANTÉ PU,True
SECRETAIRE AO AMIN'NY COMMUNE,2,SECRÉTAIRE DE LA COMMUNAUTÉ,True
AIDE CHAUFFEURE TAXI BE,2,ASSISTANT CHAUFFEUR DE TAXI,True
RESPONSABLE COMMUNICATION AO @ MINISTERE JEUNESSE,2,RESPONSABLE DE LA COMMUNICATION @ MINISTERE JEUNESSE,True
OUVRIER DE LA MACON,2,OUVRIER DE MACON,True
VENDEURNA SINOA,2,VENDEUR CHINOIS,True
COMPTABLE AMIN'NY TRAVEAU PUBLIQUE,2,COMPTABLE DES TRAVAUX PUBLICS,True
DIRECTEUR ADJOINT TECHNIQUE,2,DIRECTEUR TECHNIQUE ADJOINT,True
AGENT LOGISTIQUE,2,AGENT LOGISTIQUE,True
MITAOANA FASIKA(aide chauffeur),2,MITAOANA FASIKA (assistant chauffeur),True
TECHNICIEN VOITURE,2,TECHNICIEN DE VÉHICULE,True
AGENT DE POLICE NATIONALE,2,AGENT DE LA POLICE NATIONALE,True
CHAUFFEUR TAXI BROUSSE NATIONALE,2,CHAUFFEUR DE TAXI NATIONAL DE BRUXELLES,True
CHAUFFEUR MITATITRA ENTANA,2,CHAUFFEUR LIVRANT DES MARCHANDISES,True
TECHNICIEN AGRONOME,2,TECHNICIEN AGRONOMIQUE,True
CHEF DE DEPOT TRACTION,2,CHEF DU DÉPÔT DE TRACTION,True
agent d execution,1,agent d'exécution,True
AGENT D'ACCUEIL,1,AGENT D'ACCUEIL,True
CHEF DE PROJET SIF MOROMBE,1,CHEF DE PROJET SIF MOROMBE,True
MPANAMBOATRA TRANO (MAçON),1,MAÇON,True
MANAO AIDE CHAUFFEUR,1,ASSISTANT AU CONDUCTEUR,True
ASSISTANT MANAGER,1,DIRECTEUR ADJOINT,True
CHAUFFEUR DE LA STAR,1,PILOTE DE L'ÉTOILE,True
ASSISTANTTECHNIQUE,1,ASSISTANT TECHNIQUE,True
TECHNICIEN COMMUNICATION AO @ CANAL PLUS,1,TECHNICIEN EN COMMUNICATION @ CANAL PLUS,True
COMPTABLE MIKERAKERA NY RESA-BOLA AO AMIN'NY DREDD,1,ERREUR: The read operation timed out,True
CHEF D'ENTENNE REGIONALE AIRTEL,1,CHEF DE L'INTERNET RÉGIONAL D'AIRTEL,True
MAçON MANAMBOATRA TRANO,1,MAISONS DE CONSTRUCTION DE MAÇONS,True
CHAUFFEUR AMBULANCE,1,CHAUFFEUR D'AMBULANCIER,True
ENCADREUR D'ENFANT,1,ENCADREUR D'ENFANT,True
SECRETAIRE CEG HAUTE VILLE,1,SECRÉTAIRE CEG HAUTE VILLE,True
